user_cnt**user_text**article**timestamp
Fsenat**Maxime Gonalons**1498844516
Chris P 50**Phil Jackson**1498844688
Penguin Soup**The Latymer School**1498844710
Let's go draft defensive players from UCLA and Stanford said no smart Gm ever.**Eli Ankou**1498844723
Memagertrude**Zoey 101**1498844820
