user_cnt**user_text**article**timestamp
Sharmacsharma**Principal (academia)**1498495778
John Kr**Muscle hypertrophy**1498495824
Demoriea**Markelle Fultz**1498495893
Autumnmoon1192**Team Indus**1498495997
Mehdi33h**Fashion Sakala**1498496082
Lakakaj**James Joseph O'Kelly**1498496196
Eathan20**Prank call**1498496210
Famiali123**June 27**1498496247
Kfmasst**Jonathan Del Arco**1498496354
RachelAngel808**Minimum wage in the United States**1498496481
Cbfiredragon**Jaylen Brown**1498496497
Marcusb789**Henry Danger**1498496545
Musiciandeepakkshirsagar**Musician Deepak Kshirsagar**1498496707
Eyeballtoucher**Bibliolatry**1498496748
Y.b14**Sheldon McClellan**1498496776
Rdlewis7**Bangtel**1498496837
Navivaldez123i**Teen Summit**1498496871
Vijaiwilliams**Muehrcke's nails**1498496984
SeahawksFan1200**CBS Daytime**1498497489
Original man**Indigenous peoples of the Americas**1498497528
Jeichi**BanterHosting**1498497539
Mrs. PGL**Blessing of same-sex unions in Christian churches**1498497622
Imtheone77**Ruthenian Catholic Eparchy of Parma**1498497652
Deborah Payton**Jim Buckmaster**1498497714
WhiteGuy1853**Smiley (2012 film)**1498497827
Postermon1**Francis Le Jau**1498497949
Jonathonmg**La Jolla Cove**1498498063
Protowalker**HTC Vive**1498498132
Asdfmem**Kizuna Ai**1498498162
Audry hampton**Erkunt Group**1498498228
Kitkat971**The Book Thief (film)**1498498232
Kswag11**Adam Konrad Meller**1498498242
Clay Campbell**Port Neches–Groves High School**1498498255
Zackyzam123**Music of Wisconsin**1498498446
Liamb100**Titanic: Honor and Glory**1498498624
Shirajg**Islamic mythology**1498498687
Kjhgfdsawrtyui6**Americans in North Korea**1498498708
Badgegaits**Gabriel Rodrigues dos Santos**1498498711
Mindfulmouse**E-commerce**1498498870
MahajanSunil**Sunil Mahajan**1498499129
ArkhamMayhem**Stone Sour**1498499236
McClendon-Wall**Eustis, Florida**1498499387
Nthngy**Antikythera wreck**1498499533
WesleyanCollegeOfficeOfCommunications**Wesleyan College**1498499614
Carla.fedrigo.infrascale**Infrascale**1498499687
ClayoquotBiosphereTrust**Clayoquot Sound**1498499690
JustSomeGuy23**Regular Show (season 8)**1498499708
Selenaabbate**Up from Slavery**1498499731
NonBiasPublications2013**Battle of Chamkaur (1704)**1498499789
Hjxkarim**2017 Southeast Asian Games**1498499871
MiguelAlves2735**Professional**1498499879
Anthonycollias**Anthony Collias**1498499912
KaseMet**Social movement**1498499919
Nightwatch3232**Broward County Uniform Station Numbering**1498500074
Gabburd**List of Virginia state symbols**1498500287
Cherry belle**Mixture**1498500332
Raghu1111**Vishal-Aditya**1498500351
Staii8**Jibreel Uddin (DJ)**1498500455
Joel is awesome**Oceania**1498500469
Laori2808**Abraham Laori**1498500569
Csr320**Daphne, Alabama**1498500651
Graciekwillie**Janet Echelman**1498500702
Blackhawksfanss**Vegas Golden Knights**1498500741
Thekid1200**Reggie Roby**1498500761
Carsanonymous**Elizabeth White**1498500905
Brandnewdrew86**Broken Social Scene**1498500945
Trickispro123**Ben Phillips Blows Up**1498500946
JesusLovesYouAndSoDoI**Wilhelm Wundt**1498500960
Myglowingvision**AJ Rafael**1498500971
Chrisnewbrunswick**Colin Campbell (astronomer)**1498501032
PenileHead**Damien Martyn**1498501185
Japanese fighting fish**Justine Kish**1498501291
RColemanLane**Fred Coury**1498501435
Kadaj0404**St. Stephen's College, Delhi**1498501536
Klutech**Powerchord Television**1498501642
Lorna1978**Environics**1498501729
Wiki9876ad**Karkiya dynasty**1498501940
Rajdip21**Mohun Bagan A.C.**1498502057
Clwolf**Dale Koenig**1498502180
MarcoBrunelleschi**Under Secretary of Defense for Personnel and Readiness**1498502252
Rbkeno**Stuart Bradie**1498502294
Brightgroupmgt**Stephanie Bascone**1498502444
Codelyoko21**Python (programming language)**1498502517
Hankgoff**Zach Moore**1498502562
Akash Saha 54**Fungal pneumonia**1498502571
GrillTW**Jibin George Sebastian**1498502627
Madara313**Sigmund Freud's views on homosexuality**1498502706
Ronald Royster**Warner Robins High School**1498502823
Salmondev**List of United States Supreme Court patent case law**1498502985
Royal1234567**Seleucus I Nicator**1498502993
DickieMoonshine**The Six Million Dollar Man**1498503071
GrimMan**Unprotected**1498503204
Cairness22**Martin Short**1498503378
Nayansuzen**List of kickboxing organizations**1498503485
Dragonman273**List of University of Manchester people**1498503486
JRJ064**Lord Mayor of Liverpool**1498503533
Nanakwawjaguar**John Dumelo**1498503758
Mr.ricochet**Mohammad Javad Manavinejad**1498503785
Wilsn1082**Joshua Ieuan Williams**1498503785
Bill2314**2010–11 NBA season**1498503804
Mr melton1964**Harwich Redoubt**1498503812
MattJewell**Mineta Transportation Institute**1498503857
Diob**Factor analysis**1498504021
Atlancey**Atlancey**1498504028
Omega495**Transformers: The Last Knight**1498504079
Daddybb**List of best-selling albums in the United States**1498504147
NickDidAnEdit**Tynemouth Volunteer Artillery**1498504265
FIV knowledge**Feline immunodeficiency virus**1498504365
MountMichigan**Ada Township, Michigan**1498504377
Davey6667**Michael Smith (footballer, born 1988)**1498504441
Wr100100**List of The Smurfs characters**1498504508
Anna007P**Eckankar**1498504517
Lisasimunaci**Larry D. Wyche**1498504614
Ggvogel**Carlos Lopez Artist**1498504646
Mh72**America's Cup**1498504697
Mhancock5**Teemu Selänne**1498504812
Kriselise**Lawrence Halprin**1498504958
Annaday06**Felicia Moore**1498505014
Kisan007**Adi (Chikodi)**1498505103
Sangeerth**Timo Werner**1498505146
Operadivaalabaster**Talise Trevigne**1498505175
Coocoocloud22**John Corbett (industrialist)**1498505289
Baron9s**Utah Utes football**1498505294
Lishida11**List of water-related charities**1498505337
