user_text,wikiproject,cos_sim,pos
AlexMota300,oregon,0.21391414198720315,19
Parper,oregon,0.21330241275861433,20
Drangmeistername,professional wrestling,0.38093193443602286,1
Tomahawk1221,professional wrestling,0.31036011649180451,2
Gijimu,professional wrestling,0.30073021720522,3
Meowmeow99,professional wrestling,0.29676885999919689,4
Bsuwogltfam,professional wrestling,0.28863569738016054,5
Grandtheftauto1988,professional wrestling,0.2860925126996548,6
Ldairlds8,professional wrestling,0.28586732222360078,7
Meleemaster428,professional wrestling,0.28544945169733249,8
JohnRainbird,professional wrestling,0.28523520686459863,9
Thefro552,professional wrestling,0.2783067140498629,10
Rymax23,professional wrestling,0.26843425710977892,11
XdeLaTorre,professional wrestling,0.26731456056850295,12
The infamousx,professional wrestling,0.26671885885006147,13
Sparrowhawk8,professional wrestling,0.26443058415216486,14
Maurithus,professional wrestling,0.26214146084317336,15
Frankm.russo,professional wrestling,0.25965883226357583,16
Dr.aeon,professional wrestling,0.259615210900511,17
Erik255,professional wrestling,0.25946769371982015,18
DawnBTVS,professional wrestling,0.25872318565530139,19
Kayne1212,professional wrestling,0.25777395757235477,20
Aliciastockley,television,0.31516845955167,1
81belle,television,0.31516845955167,2
Cheri Brown,television,0.29618370706958286,3
Teranteran,television,0.2835272054148581,4
Elitre (WPS),television,0.25750670652845525,5
F&ME01,television,0.25715767325975986,6
Mrwaugh,television,0.25539173377571545,7
Nadeembahoo,television,0.25280877854831962,8
Dr.aeon,television,0.252059311845619,9
Anotha1,television,0.24959031650208965,10
Smellcheck,television,0.24922707088965759,11
Sherya ghosal,television,0.24921013321567656,12
Akshay Kumar Wiki,television,0.24763665269408514,13
R2Mar,television,0.24691351662226715,14
Abhajaiprakash,television,0.2464551644691641,15
Plastelin,television,0.24543989237795641,16
Mat 1997,television,0.24508800892753962,17
Anjoepaul,television,0.24380378175286971,18
Nikitasaxena,television,0.24329288521655554,19
Lacour ferdinand octave,television,0.24131684709326864,20
Smuhavi,u.s. roads,0.25280695400217312,1
Heartbd2k DingWang,u.s. roads,0.250332005312085,2
J Doug McLean,u.s. roads,0.250332005312085,3
81belle,u.s. roads,0.25003018230109864,4
Aliciastockley,u.s. roads,0.25003018230109864,5
Alichtner,u.s. roads,0.24970092083456807,6
Ccrankk,u.s. roads,0.24963781238681637,7
FilipeBSilva,u.s. roads,0.24909453096704093,8
Rjowsey,u.s. roads,0.2395267415187734,9
Treichar,u.s. roads,0.23682935400795613,10
Ruigeroeland,u.s. roads,0.23578181209444654,11
Daniel-Brown,u.s. roads,0.23550342428926455,12
Adamekjiri,u.s. roads,0.23361641628871221,13
Mfm304,u.s. roads,0.22952346458322553,14
Gathr,u.s. roads,0.22900046007615726,15
Simuliid,u.s. roads,0.22376119359627775,16
Knoppson,u.s. roads,0.22194637428248437,17
Charlieb000,u.s. roads,0.2196991255756196,18
Guiding light,u.s. roads,0.2189234656155295,19
J.H.McDonnell,u.s. roads,0.21652221836506724,20
Daamoy,united states,0.27359347564344649,1
Queenwe,united states,0.264307005789602,2
Huddo14,united states,0.25917728508798088,3
Jonathankwanhc,united states,0.24296076725390839,4
Carolyn.monaco,united states,0.24263324286291993,5
LuLuDrops,united states,0.24052114104143002,6
Bibliomachus,united states,0.23938396370230591,7
Tab1975,united states,0.23903014248089582,8
Tangotopaz,united states,0.23871988073586736,9
MFCMFC,united states,0.23755299925478246,10
AlexMota300,united states,0.23558433231667877,11
Jacky Chi Wo Kwong,united states,0.229405231391495,12
Humanrights4nz,united states,0.2279676743982004,13
Nblund,united states,0.22671336783924273,14
Chase1493,united states,0.22670130676189293,15
Vegamala,united states,0.22669497663084334,16
Coal town guy,united states,0.22637901207715794,17
Olickal Peter Thomas,united states,0.22563613852787748,18
Imachrischan,united states,0.22440327135706789,19
Chillin662,united states,0.22406490194290893,20
Aliciastockley,video games,0.20251212676722469,1
81belle,video games,0.20251212676722469,2
Elitre (WPS),video games,0.19846563659176278,3
Daamoy,video games,0.19441914641630087,4
Cheri Brown,video games,0.19028959619135472,5
Info.wpd,video games,0.18943533405216334,6
Queenwe,video games,0.1872475551918483,7
F&ME01,video games,0.18387385601208517,8
Teranteran,video games,0.18214124247410804,9
Smellcheck,video games,0.18086102294449818,10
Anotha1,video games,0.18040419393223303,11
Krissjody,video games,0.180350689300693,12
Abhajaiprakash,video games,0.17967142458221133,13
Akshay Kumar Wiki,video games,0.17857883340198386,14
Sherya ghosal,video games,0.17837929053172041,15
Humanrights4nz,video games,0.17815464180756416,16
JanPodany,video games,0.178099028761662,17
Abrahamic Faiths,video games,0.17713383935075533,18
Tila13,video games,0.17551944289181864,19
PGCX864,video games,0.17526040893372014,20
