wikiproject,art_title,art_pageid,art_ns,art_importance,art_class
lgbt studies,timothy findley,61840,0,,start
lgbt studies,gertrude stein,62004,0,,b
lgbt studies,simone de beauvoir,62034,0,,b
lgbt studies,raymond burr,62123,0,,b
lgbt studies,gore vidal,62169,0,,c
lgbt studies,rupert brooke,62355,0,,start
lgbt studies,henry benedict stuart,62777,0,,b
lgbt studies,20 july plot,63007,0,,c
lgbt studies,max jacob,63076,0,,start
lgbt studies,vaslav nijinsky,63148,0,,c
lgbt studies,dionysus,63325,0,,b
lgbt studies,meryl streep,63390,0,,ga
lgbt studies,stephen fry,63401,0,,b
lgbt studies,greta garbo,63436,0,,b
lgbt studies,bette davis,63517,0,,b
lgbt studies,patricia highsmith,63689,0,,b
lgbt studies,chuck palahniuk,63969,0,,b
lgbt studies,benjamin britten,64437,0,,fa
lgbt studies,e. m. forster,64688,0,,c
lgbt studies,waylon smithers,64775,0,,ga
lgbt studies,john cage,65954,0,,b
lgbt studies,greg louganis,66270,0,,start
lgbt studies,richard francis burton,66655,0,,b
lgbt studies,daphne du maurier,66877,0,,c
lgbt studies,gay village,66932,0,,b
lgbt studies,queer,66935,0,,b
lgbt studies,lgbt,66936,0,,ga
lgbt studies,cisgender,66937,0,,start
lgbt studies,transphobia,67084,0,,start
lgbt studies,sexuality and gender identity-based cultures,68264,0,,start
lgbt studies,fag hag,68265,0,,start
lgbt studies,susan sarandon,68323,0,,c
lgbt studies,alice b. toklas,68368,0,,start
lgbt studies,eunuch,68555,0,,b
lgbt studies,ferdinand i of bulgaria,69571,0,,c
lgbt studies,frankie howerd,69659,0,,b
lgbt studies,herbert kitchener, 1st earl kitchener,69718,0,,b
lgbt studies,phidias,69804,0,,start
lgbt studies,umberto ii of italy,69847,0,,c
lgbt studies,donatello,69852,0,,c
lgbt studies,in search of lost time,69919,0,,c
lgbt studies,cyrano de bergerac,70369,0,,start
lgbt studies,bill bissett,70408,0,,start
lgbt studies,stanisława walasiewicz,70521,0,,start
lgbt studies,suze randall,70597,0,,start
lgbt studies,helen stephens,70608,0,,start
lgbt studies,alexander von humboldt,70631,0,,c
lgbt studies,yuri (genre),70801,0,,b
lgbt studies,rainbow flag,71079,0,,c
lgbt studies,pink triangle,71135,0,,start
lgbt studies,coming out,71537,0,,b
lgbt studies,fruit machine (homosexuality test),71750,0,,start
lgbt studies,civil union,72009,0,,b
lgbt studies,louis aragon,72301,0,,c
lgbt studies,barbra streisand,72336,0,,b
lgbt studies,guido westerwelle,72673,0,,c
lgbt studies,v for vendetta,73257,0,,b
lgbt studies,bride of frankenstein,73375,0,,fa
lgbt studies,bringing up baby,73376,0,,ga
lgbt studies,rosa bonheur,73518,0,,start
lgbt studies,six degrees of separation (play),73653,0,,start
lgbt studies,lord alfred douglas,74095,0,,b
lgbt studies,rhadamanthus,75173,0,,start
lgbt studies,henry iii of france,75985,0,,start
lgbt studies,salomé (1923 film),76320,0,,start
lgbt studies,some like it hot,76366,0,,c
lgbt studies,tootsie,76394,0,,c
lgbt studies,louis xiii of france,77062,0,,c
lgbt studies,antinous,77414,0,,b
lgbt studies,john ii of france,77502,0,,start
lgbt studies,gay square dance,77765,0,,start
lgbt studies,julie andrews,78239,0,,b
lgbt studies,gyges of lydia,78309,0,,start
lgbt studies,hiero i of syracuse,78421,0,,start
lgbt studies,ampelos,78713,0,,stub
lgbt studies,iphis,78737,0,,start
lgbt studies,anteros,78758,0,,start
lgbt studies,pan (god),78881,0,,c
lgbt studies,samuel barber,78910,0,,start
lgbt studies,cyparissus,78974,0,,start
lgbt studies,interview with the vampire,79120,0,,c
lgbt studies,the sandman: a game of you,79135,0,,start
lgbt studies,tiresias,79145,0,,b
lgbt studies,stephin merritt,79593,0,,start
lgbt studies,galli,79918,0,,start
lgbt studies,daphnis,80079,0,,start
lgbt studies,felix yusupov,80129,0,,
lgbt studies,cher,80696,0,,ga
lgbt studies,billie joe armstrong,80903,0,,b
lgbt studies,iolaus,80995,0,,start
lgbt studies,rachel carson,81274,0,,fa
lgbt studies,rainer werner fassbinder,81586,0,,b
lgbt studies,babel-17,81812,0,,start
lgbt studies,sarpedon,81948,0,,start
lgbt studies,patroclus,81949,0,,start
lgbt studies,peter pears,82251,0,,b
lgbt studies,sex reassignment surgery,82385,0,,start
lgbt studies,f. w. murnau,82417,0,,start
lgbt studies,epaminondas,82489,0,,fa
lgbt studies,pelopidas,82498,0,,start
lgbt studies,hymen (god),82515,0,,start
lgbt studies,agoracritus,82523,0,,start
lgbt studies,alan bennett,82767,0,,b
lgbt studies,eric stanton,82771,0,,start
lgbt studies,pelops,82813,0,,start
lgbt studies,caeneus,83021,0,,start
lgbt studies,thamyris,83099,0,,start
lgbt studies,henry james,83117,0,,c
lgbt studies,abderus,83140,0,,start
lgbt studies,ernst röhm,83502,0,,c
lgbt studies,lea delaria,83532,0,,start
